ClockTime,Gen,BestFitness,MeanFitness,MeanSpecieChampFitness,ChampComplexity,MeanComplexity,MaxComplexity,TotalEvaluationCount,EvaluationsPerSec,SearchMode
2017-05-13 12:10:59.308,16,64.1712927713233,44.8840887639303,40.4379776714798,5,6.558,10,7161,173,Complexifying
2017-05-13 12:11:01.570,17,64.1712927713233,43.0658988531302,38.0258761816804,5,6.612,10,7559,175,Complexifying
2017-05-13 12:11:03.988,18,64.1712927713233,41.4940207485914,36.6555503899021,5,6.358,9,7957,164,Complexifying
ClockTime,Gen,BestFitness,MeanFitness,MeanSpecieChampFitness,ChampComplexity,MeanComplexity,MaxComplexity,TotalEvaluationCount,EvaluationsPerSec,SearchMode
2017-05-13 12:11:18.529,0,0,0,0,1,0,0,0,0,Complexifying
2017-05-13 12:11:19.536,91,225,111.22,69.9,5,6.16666666666667,10,11115,11768,Complexifying
2017-05-13 12:11:20.541,165,230,159.106666666667,152.9,3,6.36666666666667,12,19966,8863,Complexifying
2017-05-13 12:11:21.545,224,235,164.46,212.3,6,8.14666666666667,12,27033,8405,Simplifying
2017-05-13 12:11:22.555,288,243,170.226666666667,214.9,6,7.42666666666667,11,34694,8643,Simplifying
2017-05-13 12:11:23.562,378,262,148.286666666667,237.4,6,5.33333333333333,7,45479,10975,Simplifying
2017-05-13 12:11:24.571,453,262,161.846666666667,215.5,5,6.53333333333333,9,54471,7131,Simplifying
2017-05-13 12:11:25.573,509,262,179.046666666667,219.5,8,6.94666666666667,10,61194,8484,Complexifying
2017-05-13 12:11:26.590,563,262,217.806666666667,262,13,9.52666666666667,13,67684,5699,Complexifying
2017-05-13 12:11:27.599,631,262,130,172.7,5,4.50666666666667,6,75846,8548,Simplifying
2017-05-13 12:11:28.609,719,262,199.446666666667,203.2,6,6.5,9,86426,6666,Complexifying
2017-05-13 12:11:29.621,774,262,176.706666666667,239.6,9,7.02,11,93054,9136,Simplifying
2017-05-13 12:11:30.630,830,262,168.913333333333,262,7,7.17333333333333,10,99769,8332,Simplifying
2017-05-13 12:11:31.633,902,262,149.406666666667,262,5,5.05333333333333,7,108422,9359,Simplifying
2017-05-13 12:11:32.644,990,262,201.96,222.2,5,5.77333333333333,8,118971,6083,Complexifying
2017-05-13 12:11:33.646,1042,262,175.726666666667,262,5,8.42666666666667,11,125222,9129,Complexifying
2017-05-13 12:11:34.663,1094,262,231.706666666667,262,9,8.73333333333333,15,131439,5934,Complexifying
2017-05-13 12:11:35.663,1141,262,224.173333333333,262,10,9.70666666666667,18,137078,4640,Complexifying
2017-05-13 12:11:36.675,1191,262,231.8,262,5,9.65333333333333,12,143081,5472,Complexifying
2017-05-13 12:11:37.680,1269,276,111.086666666667,139.7,5,3.7,5,152441,13296,Simplifying
2017-05-13 12:11:38.684,1363,276,204.533333333333,236.1,9,6.81333333333333,9,163702,8253,Complexifying
2017-05-13 12:11:39.695,1419,276,215.253333333333,213.8,8,7.08666666666667,11,170465,6301,Complexifying
2017-05-13 12:11:40.709,1470,276,196.713333333333,276,8,7.85333333333333,12,176577,7656,Simplifying
2017-05-13 12:11:41.713,1551,276,120.213333333333,225.1,5,3.91333333333333,6,186301,13402,Simplifying
2017-05-13 12:11:42.736,1626,276,226.033333333333,249,9,8.56666666666667,11,195292,4984,Complexifying
2017-05-13 12:11:43.738,1678,276,197.393333333333,276,10,7.82,12,201554,7040,Simplifying
2017-05-13 12:11:44.742,1745,276,120.306666666667,164.2,6,4.24,6,209594,12067,Simplifying
2017-05-13 12:11:45.758,1831,280,227.333333333333,228.6,10,8.08666666666667,12,219914,6648,Complexifying
2017-05-13 12:11:46.762,1887,284,204.833333333333,280.3,7,8.86666666666667,11,226638,7480,Simplifying
2017-05-13 12:11:47.767,1937,400,288.486666666667,327.4,8,9.58,13,232633,5069,Complexifying
2017-05-13 12:11:48.781,1983,433,230.88,303.9,8,7.46666666666667,10,238162,6704,Simplifying
2017-05-13 12:11:49.801,2046,438,218.2,308.6,7,6.69333333333333,9,245724,5934,Simplifying
2017-05-13 12:11:50.820,2095,438,311.46,382.5,6,8.82666666666667,12,251598,4200,Complexifying
2017-05-13 12:11:51.827,2136,438,280.973333333333,407.8,7,12.9066666666667,15,256541,4642,Simplifying
2017-05-13 12:11:52.839,2180,486,233.533333333333,385.5,6,9.26666666666667,12,261815,6403,Simplifying
2017-05-13 12:11:53.847,2220,486,332.646666666667,402.5,8,9.67333333333333,13,266616,4352,Complexifying
2017-05-13 12:11:54.854,2266,486,223.666666666667,365.6,6,7.19333333333333,10,272121,7912,Simplifying
2017-05-13 12:11:55.859,2331,486,184.18,307,6,5.96666666666667,8,279938,9355,Simplifying
2017-05-13 12:11:56.885,2394,486,239.56,279.7,6,8.16,14,287468,3956,Complexifying
2017-05-13 12:11:57.900,2445,486,259.853333333333,333,7,10.28,14,293609,4395,Simplifying
2017-05-13 12:11:58.904,2508,486,142.56,246.4,6,4.56666666666667,6,301202,9052,Simplifying
2017-05-13 12:11:59.907,2602,486,113.406666666667,160.9,6,4.47333333333333,6,312478,16951,Simplifying
2017-05-13 12:12:00.923,2644,486,253.273333333333,411.1,7,8.98,12,317514,6704,Simplifying
2017-05-13 12:12:01.937,2692,486,303.033333333333,304.5,7,8.52666666666667,12,323255,4925,Complexifying
2017-05-13 12:12:02.953,2738,486,281.866666666667,311.4,7,9.36,15,328761,4946,Complexifying
2017-05-13 12:12:03.960,2784,489,272.82,286.4,8,8.2,12,334281,5246,Complexifying
2017-05-13 12:12:04.977,2843,489,243.153333333333,392.8,7,7.43333333333333,10,341347,6193,Simplifying
2017-05-13 12:12:06.003,2901,491,277.14,250.9,7,8.85333333333333,12,348314,4058,Complexifying
2017-05-13 12:12:07.003,2948,492,216.186666666667,338.4,9,8.39333333333333,10,353973,7542,Simplifying
2017-05-13 12:12:08.006,2992,492,245.493333333333,416,9,8.58,11,359252,7040,Simplifying
2017-05-13 12:12:09.012,3033,492,304.693333333333,470.4,12,9.54666666666667,12,364149,5604,Simplifying
2017-05-13 12:12:10.020,3075,492,366.4,410.6,9,8.88666666666667,10,369188,4641,Complexifying
2017-05-13 12:12:11.029,3120,492,273.16,429.9,9,8.5,10,374598,5290,Simplifying
2017-05-13 12:12:12.042,3173,493,231.04,362.7,8,7.14666666666667,9,380948,7480,Simplifying
2017-05-13 12:12:13.061,3232,493,232.046666666667,387.1,7,6.68,9,388025,5837,Simplifying
2017-05-13 12:12:14.078,3286,493,280.006666666667,304.6,7,9.10666666666667,12,394509,4273,Complexifying
2017-05-13 12:12:15.103,3327,493,313.973333333333,311.6,8,8.92666666666667,11,399429,4432,Complexifying
2017-05-13 12:12:16.121,3367,493,281.573333333333,341.1,9,8.12666666666667,11,404228,3656,Complexifying
ClockTime,Gen,BestFitness,MeanFitness,MeanSpecieChampFitness,ChampComplexity,MeanComplexity,MaxComplexity,TotalEvaluationCount,EvaluationsPerSec,SearchMode
2017-05-13 12:13:01.233,0,0,0,0,1,0,0,0,0,Complexifying
2017-05-13 12:13:02.247,13,121,55.56,50.8,3,1.882,6,5969,5444,Complexifying
2017-05-13 12:13:03.310,22,200,170.374,59.6666666666667,3,2.908,4,9799,2359,Complexifying
2017-05-13 12:13:04.367,30,227,133.972,72.7,5,3.862,8,13043,2782,Complexifying
2017-05-13 12:13:05.575,36,686,239.75,138.3,6,6.478,10,15458,1547,Complexifying
2017-05-13 12:13:06.901,40,861,402.482,253.066666666667,5,7.394,13,17081,985,Complexifying
2017-05-13 12:13:08.109,43,974,365.116,196.366666666667,7,7.37,13,18287,1091,Complexifying
2017-05-13 12:13:09.215,46,1049,354.412,278.633333333333,5,7.598,14,19483,1131,Complexifying
2017-05-13 12:13:10.775,49,1681,685.258,206.866666666667,5,6.644,14,20713,605,Complexifying
2017-05-13 12:13:11.838,51,1681,476.666,322.733333333333,5,8.608,13,21509,794,Complexifying
2017-05-13 12:13:13.417,53,2417,855.122,366.933333333333,5,7.838,13,22350,451,Complexifying
2017-05-13 12:13:15.158,55,2538,839.658,434.633333333333,5,8.452,13,23157,425,Complexifying
2017-05-13 12:13:16.449,57,3207,655.516,974.966666666667,5,9.24,13,23952,624,Complexifying
2017-05-13 12:13:17.671,58,4864,1246.256,751.133333333333,5,6.918,12,24364,337,Complexifying
2017-05-13 12:13:19.678,60,8404,1492.368,882.8,5,6.508,12,25181,302,Complexifying
2017-05-13 12:13:21.933,62,8404,1343.29,945.966666666667,5,7.68,13,25990,284,Complexifying
2017-05-13 12:13:23.631,63,8404,1532.036,870.066666666667,5,7.422,13,26394,237,Complexifying
2017-05-13 12:13:24.751,64,8404,1475.238,899.566666666667,5,8.452,13,26794,357,Complexifying
2017-05-13 12:13:26.590,65,8404,1685.144,960.933333333333,5,8.14,13,27193,216,Complexifying
2017-05-13 12:13:27.824,66,8404,1589.328,900.933333333333,5,8.752,13,27594,325,Complexifying
2017-05-13 12:13:29.635,67,8404,1840.878,819.2,5,8.32,14,28000,224,Complexifying
2017-05-13 12:13:30.745,68,8404,1564.19,1062.8,5,8.504,13,28396,356,Complexifying
2017-05-13 12:13:32.659,69,8404,1633.958,788.833333333333,5,7.442,13,28815,218,Complexifying
2017-05-13 12:13:35.010,70,8404,2127.8,812.7,5,7.88,13,29239,180,Complexifying
2017-05-13 12:13:37.389,71,8404,2414.172,820.966666666667,5,7.236,13,29636,166,Complexifying
2017-05-13 12:13:39.718,72,8404,2313.064,835.8,5,8.444,14,30041,173,Complexifying
2017-05-13 12:13:42.127,73,8404,2360.448,857.2,5,8.094,14,30443,166,Complexifying
2017-05-13 12:13:44.665,74,8404,2422.87,1567.9,5,7.782,15,30841,156,Complexifying
2017-05-13 12:13:47.688,75,8404,2610.248,1021.96666666667,5,5.508,14,31257,137,Complexifying
2017-05-13 12:13:49.069,76,8404,2344.648,1090.1,5,7.172,15,31659,291,Complexifying
2017-05-13 12:13:51.901,77,8404,2708.294,1141.9,5,6.996,15,32060,141,Complexifying
2017-05-13 12:13:54.421,78,8404,2619.434,1243.7,5,8.16,15,32460,158,Complexifying
2017-05-13 12:13:56.949,79,8404,2658.834,1172.36666666667,5,7.13,16,32867,160,Complexifying
2017-05-13 12:13:59.255,80,8404,2172.026,1190.06666666667,5,9.464,17,33266,173,Complexifying
2017-05-13 12:14:02.039,81,8404,2369.026,1465.56666666667,5,7.954,16,33669,144,Complexifying
2017-05-13 12:14:04.699,82,8404,2727.898,1683.7,5,7.334,16,34076,152,Complexifying
2017-05-13 12:14:07.686,83,8404,2812.346,1625.23333333333,5,6.758,16,34474,133,Complexifying
2017-05-13 12:14:09.546,84,8404,2662.532,1143.53333333333,5,7.33,20,34875,215,Complexifying
2017-05-13 12:14:11.014,85,8404,2321.706,1265.4,5,8.052,20,35273,270,Complexifying
2017-05-13 12:14:14.112,86,8404,2987.49,1282.8,5,7.204,20,35689,134,Complexifying
ClockTime,Gen,BestFitness,MeanFitness,MeanSpecieChampFitness,ChampComplexity,MeanComplexity,MaxComplexity,TotalEvaluationCount,EvaluationsPerSec,SearchMode
2017-05-13 12:14:39.939,0,0,0,0,7,0,0,0,0,Complexifying
2017-05-13 12:14:52.924,1,0.434738982188012,0.0520545318815914,0.137657454293795,10,7.105,10,3718,0,Complexifying
2017-05-13 12:15:07.212,2,0.434738982188012,0.0878300250557996,0.241568398783491,10,7.225,11,5324,112,Complexifying
2017-05-13 12:15:22.828,3,0.435856452910978,0.0887627940523814,0.228808741143931,7,7.2105,12,7006,107,Complexifying
2017-05-13 12:15:37.875,4,0.435856452910978,0.092040262419279,0.249517344811716,7,7.607,11,8707,113,Complexifying
2017-05-13 12:15:52.290,5,0.438155034628764,0.103194811037489,0.268526313074647,10,7.803,12,10300,110,Complexifying
2017-05-13 12:16:06.695,6,0.438155034628764,0.111454712712526,0.295994375639614,10,7.828,11,11898,110,Complexifying
2017-05-13 12:16:21.602,7,0.438155034628764,0.11060287892245,0.33752664394543,10,8.02,11,13496,107,Complexifying
2017-05-13 12:16:35.698,8,0.438155034628764,0.115126368493296,0.324099241538988,10,7.9545,12,15127,115,Complexifying
2017-05-13 12:16:49.318,9,0.438155034628764,0.12630551935478,0.33065686549564,10,7.955,13,16727,117,Complexifying
ClockTime,Gen,BestFitness,MeanFitness,MeanSpecieChampFitness,ChampComplexity,MeanComplexity,MaxComplexity,TotalEvaluationCount,EvaluationsPerSec,SearchMode
2017-05-13 12:17:12.346,0,0,0,0,1,0,0,0,0,Complexifying
2017-05-13 12:17:13.391,8,1543.98360770009,1424.86388456252,1368.8808647781,1,1.254,4,7970,6709,Complexifying
2017-05-13 12:17:14.399,15,1543.98360770009,1400.08136612262,1324.22717873617,1,2.437,6,13957,5590,Complexifying
2017-05-13 12:17:15.405,21,1545.09506753055,1390.89629773572,1407.48553848646,4,3.669,6,19190,4962,Complexifying
2017-05-13 12:17:16.489,27,1545.41812877334,1442.2869701451,1394.84220786217,4,4.431,8,24318,4324,Complexifying
2017-05-13 12:17:17.592,33,1545.49922705174,1431.38660131845,1382.15598984749,4,4.123,9,29353,4531,Complexifying
2017-05-13 12:17:18.788,39,1550.48075641741,1481.72036364893,1477.80032916014,4,6.004,10,34704,4224,Complexifying
2017-05-13 12:17:19.868,44,1558.11359673615,1443.53434135255,1356.84824011916,4,7.046,14,39129,3839,Complexifying
2017-05-13 12:17:21.083,49,1558.32576961725,1388.82413501987,1405.4953806217,4,9.424,16,43282,3224,Complexifying
2017-05-13 12:17:22.170,53,1558.68554446387,1410.53948631432,1391.82522745497,4,10.349,17,46559,2692,Complexifying
2017-05-13 12:17:23.391,57,1559.01988150483,1457.860883701,1494.74671729962,4,9.115,22,49877,2384,Simplifying
2017-05-13 12:17:24.437,61,1559.9033174848,1466.33870635625,1442.16626708484,4,9.037,22,53180,3051,Simplifying
2017-05-13 12:17:25.606,66,1559.92693439225,1523.46845829781,1486.121475131,3,7.256,20,57284,3420,Complexifying
2017-05-13 12:17:26.634,70,1559.92693439225,1483.34179377278,1513.10827363726,3,7.663,20,60573,3461,Complexifying
2017-05-13 12:17:27.741,74,1559.93121689089,1447.81450195337,1441.05583055107,3,9.001,20,63899,2708,Complexifying
2017-05-13 12:17:28.828,78,1559.93121689089,1479.18097845257,1513.08777047143,3,8.548,20,67145,2915,Complexifying
2017-05-13 12:17:29.925,82,1559.93121689089,1495.94497699432,1490.92674617429,3,9.302,20,70414,2689,Complexifying
2017-05-13 12:17:31.116,86,1559.93121689089,1489.79377907521,1482.86712875899,3,11.161,22,73730,2674,Complexifying
2017-05-13 12:17:32.427,90,1559.93244213187,1466.67497297224,1487.87033789527,3,11.482,21,77020,2347,Complexifying
2017-05-13 12:17:33.704,94,1560.66876325641,1488.2291579381,1408.45058111496,14,13.111,21,80323,2555,Complexifying
2017-05-13 12:17:34.715,97,1561.53336432137,1450.09444850245,1385.19041301121,14,13.87,23,82811,2442,Complexifying
2017-05-13 12:17:35.773,100,1562.21715558373,1420.08377986061,1398.89210743563,14,17.633,28,85241,2103,Simplifying
2017-05-13 12:17:36.848,103,1565.06925181735,1402.70771084384,1427.62472069709,12,14.562,28,87653,2392,Simplifying
2017-05-13 12:17:37.935,106,1565.315024182,1425.96001325846,1509.00399203642,12,14.16,27,90120,2508,Simplifying
2017-05-13 12:17:38.992,109,1565.85894310981,1465.61198548219,1536.13550684563,12,16.53,27,92585,2295,Simplifying
2017-05-13 12:17:40.234,113,1566.51944046208,1520.27302554451,1521.50771029328,12,12.24,27,95859,2707,Complexifying
2017-05-13 12:17:41.394,117,1567.21328372371,1497.26580246238,1502.06653405808,13,8.934,28,99202,3259,Complexifying
2017-05-13 12:17:42.651,121,1567.65839097586,1490.5877918048,1445.19896696266,14,10.576,23,102631,2919,Complexifying
2017-05-13 12:17:43.800,125,1569.92309377353,1513.77506707974,1469.94847878274,12,11.513,23,106087,2638,Complexifying
2017-05-13 12:17:44.827,128,1571.53444311641,1495.19520514118,1489.53571780256,12,11.68,23,108610,2614,Complexifying
2017-05-13 12:17:45.939,131,1573.17607959771,1515.32962352713,1462.0329567865,12,13.763,24,111140,2357,Complexifying
2017-05-13 12:17:47.204,134,1573.24473862467,1469.12845089794,1525.49765089068,12,18.51,24,113740,1937,Complexifying
2017-05-13 12:17:48.246,137,1573.29329460599,1483.21108831708,1488.51656010098,12,12.153,24,116373,2563,Complexifying
2017-05-13 12:17:49.558,141,1573.88312704451,1425.8308248579,1470.39668460251,12,14.182,26,119744,2458,Complexifying
2017-05-13 12:17:50.589,144,1573.88316600076,1480.66593384915,1500.85750187849,12,13.458,29,122206,2393,Complexifying
2017-05-13 12:17:51.835,147,1574.25925324124,1422.10150217427,1409.14627242235,12,20.006,30,124766,1928,Complexifying
2017-05-13 12:17:53.028,150,1574.27888610685,1427.86917265887,1418.21878970038,12,21.028,31,127194,1812,Complexifying
2017-05-13 12:17:54.365,153,1574.61659210519,1433.71755940014,1458.03481838533,12,20.032,32,129683,1885,Complexifying
2017-05-13 12:17:55.798,156,1574.6201648065,1475.38952706563,1520.5894731865,12,22.607,38,132157,1741,Complexifying
2017-05-13 12:17:57.179,159,1574.97743435148,1509.85040097104,1489.14409964668,12,22.37,38,134677,1863,Complexifying
2017-05-13 12:17:58.463,162,1575.32230154678,1501.93549330606,1448.87999184443,12,15.694,43,137272,2258,Complexifying
2017-05-13 12:17:59.908,165,1575.40248349118,1454.24518379904,1399.71913388626,13,20.459,38,139874,1864,Simplifying
2017-05-13 12:18:01.204,168,1575.48211328587,1426.26475755428,1495.8053820765,12,18.382,37,142369,1973,Simplifying
2017-05-13 12:18:02.383,171,1575.59376932629,1497.99033413499,1531.52851006361,13,14.867,37,144835,2370,Simplifying
2017-05-13 12:18:03.545,174,1575.64750520072,1539.59398313494,1535.8411053627,13,17.499,36,147329,2203,Complexifying
2017-05-13 12:18:04.829,177,1575.70939319541,1509.29880378566,1538.66118488509,13,20.906,34,149863,1887,Complexifying
2017-05-13 12:18:05.985,180,1575.71787393755,1514.40034530623,1520.63822208384,13,13.442,34,152366,2441,Complexifying
2017-05-13 12:18:07.248,183,1575.73742840156,1538.31090470599,1522.73704888834,13,18.636,35,154889,1933,Complexifying
2017-05-13 12:18:08.402,186,1575.75302496369,1533.4282243561,1509.17772056955,13,16.762,34,157422,2153,Complexifying
2017-05-13 12:18:09.664,189,1575.76341010273,1532.44084538176,1540.59464172482,13,17.445,39,159924,1944,Complexifying
2017-05-13 12:18:11.125,192,1575.78034429521,1503.24401153762,1532.48441236903,13,25.482,42,162523,1558,Complexifying
2017-05-13 12:18:12.565,195,1575.78360584642,1439.85413762597,1436.10027887616,13,22.859,48,165101,1833,Complexifying
2017-05-13 12:18:13.977,198,1575.79493306787,1389.23239653697,1500.1953313093,13,23.756,48,167569,1746,Complexifying
2017-05-13 12:18:15.043,200,1575.80035024185,1497.9054791611,1509.0681720216,13,22.114,49,169256,1942,Complexifying
2017-05-13 12:18:16.479,203,1576.6611345804,1491.7285630721,1472.51554657533,14,22.684,50,171801,1746,Complexifying
2017-05-13 12:18:17.507,205,1576.66127181465,1473.94709570166,1495.7532284175,14,20.879,50,173484,1870,Simplifying
2017-05-13 12:18:18.511,207,1577.40562744665,1487.83177263873,1507.11768727448,14,22.247,49,175169,1843,Simplifying
2017-05-13 12:18:19.551,209,1577.40562744665,1492.56569029115,1545.06411540519,14,27.276,48,176808,1476,Simplifying
2017-05-13 12:18:20.581,211,1577.76522621797,1492.58334014279,1556.96956196825,27,26.369,48,178431,1608,Simplifying
2017-05-13 12:18:21.661,213,1578.91022420894,1494.7637077957,1551.54138034862,12,21.992,47,180150,1968,Simplifying
2017-05-13 12:18:22.928,216,1579.06607486158,1541.4160873369,1551.13528795452,12,18.583,47,182652,2059,Complexifying
2017-05-13 12:18:23.939,218,1579.38754659638,1521.98703794659,1553.18422830081,13,29.677,48,184358,1408,Complexifying
2017-05-13 12:18:24.999,220,1580.16909573457,1515.41042896751,1554.87689012039,11,33.476,49,186027,1312,Simplifying
2017-05-13 12:18:26.102,222,1580.16909573457,1509.15370176383,1527.81082914763,11,25.433,49,187724,1692,Simplifying
2017-05-13 12:18:27.206,224,1580.32226742605,1501.28660337259,1549.58708460328,11,31.768,48,189356,1369,Simplifying
2017-05-13 12:18:28.747,227,1580.42815568633,1532.37475331488,1534.75249460252,11,30.37,48,191948,1425,Simplifying
2017-05-13 12:18:30.166,230,1580.51809258653,1475.18743117235,1558.13746773048,11,26.13,48,194576,1668,Simplifying
2017-05-13 12:18:31.276,232,1582.55770760194,1517.55185111843,1529.63323987813,39,34.825,48,196258,1232,Simplifying
2017-05-13 12:18:32.653,235,1582.77842802718,1488.71112013496,1532.54365506042,39,22.75,48,198760,1903,Simplifying
2017-05-13 12:18:34.147,238,1586.65469735158,1514.37394346773,1518.44482772649,38,25.929,47,201263,1501,Simplifying
2017-05-13 12:18:35.698,241,1587.08252606365,1490.22597135707,1526.25844419382,38,28.005,47,203741,1438,Simplifying
2017-05-13 12:18:36.812,243,1587.52412671671,1510.40514196848,1555.23348623562,37,24.902,47,205377,1421,Complexifying
2017-05-13 12:18:37.975,245,1588.66169991156,1530.14561498363,1530.46928429846,37,35.255,47,207060,1301,Simplifying
2017-05-13 12:18:39.363,248,1590.19370241355,1528.09540254362,1525.66567347875,37,18.833,47,209548,2089,Simplifying
2017-05-13 12:18:40.514,250,1590.29257306329,1511.2673281188,1544.78966567947,36,24.334,47,211207,1694,Simplifying
2017-05-13 12:18:41.946,253,1590.58898644967,1510.52973118435,1478.35998736904,36,23.97,46,213654,1647,Simplifying
2017-05-13 12:18:43.281,256,1590.76308838466,1451.57436066999,1392.88732637422,35,17.023,45,216061,2077,Simplifying
2017-05-13 12:18:44.423,258,1590.819435515,1507.96439360776,1549.89503113575,35,26.672,44,217701,1546,Complexifying
2017-05-13 12:18:45.477,260,1590.81945827378,1541.96137946981,1555.6956313346,35,23.713,44,219313,1823,Complexifying
2017-05-13 12:18:46.950,263,1590.87314435596,1508.29824964024,1511.69259123559,35,23.935,47,221904,1726,Complexifying
2017-05-13 12:18:48.121,266,1591.08658937178,1494.11228509685,1499.16501306217,35,18.588,44,224420,2170,Complexifying
2017-05-13 12:18:49.373,269,1591.15962707374,1509.97123294793,1428.08395144746,35,21.94,44,227004,1714,Complexifying
2017-05-13 12:18:50.631,272,1596.17527293719,1514.14562491912,1502.58906440062,14,17.947,56,229532,2166,Complexifying
2017-05-13 12:18:51.987,275,1597.43976022035,1544.50878716254,1538.18892523996,14,23.174,56,232072,1741,Complexifying
2017-05-13 12:18:53.440,278,1598.11395051646,1533.81231834924,1434.06302439733,14,26.434,57,234577,1539,Complexifying
2017-05-13 12:18:54.742,280,1598.95059743266,1490.56412849017,1318.4506373114,14,31.053,57,236221,1362,Complexifying
2017-05-13 12:18:56.254,283,1599.2125811799,1366.18769646247,1525.06214855361,14,27.72,66,238669,1510,Complexifying
2017-05-13 12:18:57.445,285,1599.23784116562,1508.3836046182,1482.92843870033,14,27.928,66,240452,1568,Complexifying
2017-05-13 12:18:59.049,288,1599.29828172052,1501.2809229795,1506.51735867384,14,32.09,67,242923,1361,Complexifying
2017-05-13 12:19:00.145,290,1599.44410189936,1492.95136610986,1523.60760815335,14,27.745,66,244653,1492,Complexifying
2017-05-13 12:19:01.480,292,1599.49658265766,1514.53272419288,1445.4491374036,14,34.041,66,246300,1294,Complexifying
2017-05-13 12:19:02.990,294,1599.54232670178,1512.51207848349,1533.25001397185,14,36.904,66,247982,1214,Simplifying
2017-05-13 12:19:04.392,296,1599.55857595799,1507.75151045321,1550.37898908318,14,37.143,66,249696,1187,Simplifying
2017-05-13 12:19:05.619,298,1599.76002506994,1511.13253910937,1552.75271885999,13,34.975,66,251434,1271,Simplifying
2017-05-13 12:19:06.778,300,1599.84587100333,1512.14381874226,1527.40014596476,14,34.726,66,253126,1251,Simplifying
2017-05-13 12:19:08.192,303,1602.45581006841,1513.52350052455,1453.90727454503,14,21.43,66,255621,1919,Simplifying
2017-05-13 12:19:09.328,305,1603.52682740981,1521.35381357011,1515.0079674415,14,23.014,66,257300,1849,Complexifying
2017-05-13 12:19:10.961,308,1604.89711865126,1516.54864900016,1511.21232968239,14,34.317,67,259778,1261,Complexifying
2017-05-13 12:19:12.350,311,1605.04271624443,1491.76354856542,1475.41844640358,14,24.177,66,262235,1708,Complexifying
2017-05-13 12:19:13.504,313,1605.0427162446,1443.08484946305,1346.65506232548,14,25.936,66,263936,1677,Complexifying
2017-05-13 12:19:14.704,315,1605.12866629376,1323.63559664903,1245.15117626275,14,29.045,66,265560,1572,Complexifying
2017-05-13 12:19:15.762,317,1605.37343289491,1384.17400531308,1333.72949173375,16,25.036,67,267191,1734,Complexifying
2017-05-13 12:19:16.846,319,1605.37968282545,1275.51545468292,1451.59437087086,16,29.793,67,268789,1440,Complexifying
2017-05-13 12:19:18.412,322,1605.41447587496,1466.67696475664,1401.57779028671,16,27.822,68,271316,1457,Complexifying
2017-05-13 12:19:19.450,324,1605.43623259581,1485.75753648602,1485.81034836489,16,25.105,67,272960,1604,Complexifying
